HD,_tab2_2,RVel,e_RVel,Inst,SHK,e_SHK,EWHa,e_EWHa,File
HD160691,2453165.59589,1.78,0.94,HARPS-Pre,0.1442,0.0032,,,2004-06-09T02:08:49
HD160691,2453165.59739,2.26,0.95,HARPS-Pre,0.1500,0.003,,,2004-06-09T02:11:00
HD160691,2453165.59888,4.37,0.95,HARPS-Pre,0.1281,0.004,,,2004-06-09T02:13:11
HD160691,2453165.60045,3.13,0.96,HARPS-Pre,0.1449,0.0033,,,2004-06-09T02:15:22
HD160691,2453165.60201,2.61,0.95,HARPS-Pre,0.1477,0.0031,,,2004-06-09T02:17:33
HD160691,2453165.60349,2.58,0.94,HARPS-Pre,0.1444,0.0028,,,2004-06-09T02:19:46
HD160691,2453165.60502,3.99,0.94,HARPS-Pre,0.1393,0.0028,,,2004-06-09T02:21:57
HD160691,2453165.60653,3.45,0.94,HARPS-Pre,0.1492,0.0028,,,2004-06-09T02:24:08
HD160691,2453165.60804,1.86,0.94,HARPS-Pre,0.1479,0.0028,,,2004-06-09T02:26:19
HD160691,2453165.60955,2.62,0.94,HARPS-Pre,0.1480,0.0031,,,2004-06-09T02:28:30
HD160691,2453165.61107,3.02,1.01,HARPS-Pre,0.1568,0.0039,,,2004-06-09T02:30:41
HD160691,2453165.61259,1.64,0.96,HARPS-Pre,0.1468,0.0031,,,2004-06-09T02:32:52
HD160691,2453165.61412,2.53,0.95,HARPS-Pre,0.1532,0.0031,,,2004-06-09T02:35:03
HD160691,2453165.61563,1.68,0.94,HARPS-Pre,0.1504,0.0025,,,2004-06-09T02:37:15
HD160691,2453165.61709,2.97,0.98,HARPS-Pre,0.1478,0.0038,,,2004-06-09T02:39:26
HD160691,2453165.61866,3.33,0.97,HARPS-Pre,0.1396,0.0038,,,2004-06-09T02:41:37
HD160691,2453165.62016,1.59,0.97,HARPS-Pre,0.1393,0.0035,,,2004-06-09T02:43:48
HD160691,2453165.62170,1.58,1.00,HARPS-Pre,0.1419,0.0048,,,2004-06-09T02:45:59
HD160691,2453165.62322,3.33,0.98,HARPS-Pre,0.1334,0.0039,,,2004-06-09T02:48:10
HD160691,2453165.62477,3.86,0.96,HARPS-Pre,0.1497,0.0035,,,2004-06-09T02:50:21
HD160691,2453165.62620,2.08,0.96,HARPS-Pre,0.1450,0.0035,,,2004-06-09T02:52:32
HD160691,2453165.62775,3.55,0.95,HARPS-Pre,0.1504,0.003,,,2004-06-09T02:54:43
HD160691,2453165.62929,3.70,0.95,HARPS-Pre,0.1521,0.0035,,,2004-06-09T02:56:54
HD160691,2453165.63083,1.97,0.95,HARPS-Pre,0.1436,0.0032,,,2004-06-09T02:59:05
HD160691,2453165.63229,3.85,0.94,HARPS-Pre,0.1583,0.0028,,,2004-06-09T03:01:16
HD160691,2453165.63383,2.97,0.95,HARPS-Pre,0.1472,0.0031,,,2004-06-09T03:03:27
HD160691,2453165.63533,2.46,0.95,HARPS-Pre,0.1452,0.0029,,,2004-06-09T03:05:38
HD160691,2453165.63683,4.03,0.94,HARPS-Pre,0.1566,0.003,,,2004-06-09T03:07:49
HD160691,2453165.63840,4.48,0.96,HARPS-Pre,0.1401,0.0042,,,2004-06-09T03:10:00
HD160691,2453165.63992,1.42,0.98,HARPS-Pre,0.1508,0.004,,,2004-06-09T03:12:12
HD160691,2453165.64141,2.29,0.97,HARPS-Pre,0.1535,0.0036,,,2004-06-09T03:14:23
HD160691,2453165.64288,2.23,0.96,HARPS-Pre,0.1377,0.0036,,,2004-06-09T03:16:34
HD160691,2453165.64444,5.36,0.95,HARPS-Pre,0.1532,0.0026,,,2004-06-09T03:18:45
HD160691,2453165.64595,2.29,0.95,HARPS-Pre,0.1482,0.0032,,,2004-06-09T03:20:56
HD160691,2453165.64751,2.51,0.95,HARPS-Pre,0.1521,0.0031,,,2004-06-09T03:23:07
HD160691,2453165.64896,2.15,0.97,HARPS-Pre,0.1636,0.0034,,,2004-06-09T03:25:18
HD160691,2453165.65055,3.22,0.98,HARPS-Pre,0.1396,0.0039,,,2004-06-09T03:27:30
HD160691,2453165.65212,1.31,0.97,HARPS-Pre,0.1495,0.0044,,,2004-06-09T03:29:41
HD160691,2453165.65379,1.52,0.97,HARPS-Pre,0.1321,0.0036,,,2004-06-09T03:32:14
HD160691,2453165.65528,2.19,0.98,HARPS-Pre,0.1418,0.0037,,,2004-06-09T03:34:25
HD160691,2453165.65688,0.82,0.97,HARPS-Pre,0.1457,0.0036,,,2004-06-09T03:36:37
HD160691,2453165.65839,1.07,0.95,HARPS-Pre,0.1393,0.0034,,,2004-06-09T03:38:48
HD160691,2453165.65993,0.50,0.96,HARPS-Pre,0.1462,0.0035,,,2004-06-09T03:40:59
HD160691,2453165.66142,2.69,0.95,HARPS-Pre,0.1494,0.0032,,,2004-06-09T03:43:11
HD160691,2453165.66297,2.12,0.96,HARPS-Pre,0.1456,0.0038,,,2004-06-09T03:45:22
HD160691,2453165.66444,1.62,0.95,HARPS-Pre,0.1596,0.0031,,,2004-06-09T03:47:34
HD160691,2453165.66599,1.34,0.96,HARPS-Pre,0.1513,0.0033,,,2004-06-09T03:49:47
HD160691,2453165.66755,2.46,0.95,HARPS-Pre,0.1535,0.003,,,2004-06-09T03:51:59
HD160691,2453165.66903,3.27,0.95,HARPS-Pre,0.1407,0.0031,,,2004-06-09T03:54:10
HD160691,2453165.67060,-0.10,0.97,HARPS-Pre,0.1414,0.0036,,,2004-06-09T03:56:21
HD160691,2453165.67209,2.01,0.98,HARPS-Pre,0.1334,0.004,,,2004-06-09T03:58:32
HD160691,2453165.67361,2.59,0.98,HARPS-Pre,0.1472,0.0035,,,2004-06-09T04:00:43
HD160691,2453165.67525,2.44,0.99,HARPS-Pre,0.1437,0.0039,,,2004-06-09T04:02:54
HD160691,2453165.67689,0.24,0.97,HARPS-Pre,0.1453,0.0038,,,2004-06-09T04:05:29
HD160691,2453165.67842,1.41,0.97,HARPS-Pre,0.1396,0.0035,,,2004-06-09T04:07:40
HD160691,2453165.67991,3.06,0.98,HARPS-Pre,0.1360,0.0042,,,2004-06-09T04:09:51
HD160691,2453165.68146,4.73,0.98,HARPS-Pre,0.1352,0.0043,,,2004-06-09T04:12:02
HD160691,2453165.68298,2.22,0.98,HARPS-Pre,0.1433,0.0037,,,2004-06-09T04:14:13
HD160691,2453165.68451,1.08,0.99,HARPS-Pre,0.1326,0.0047,,,2004-06-09T04:16:24
HD160691,2453165.68598,2.28,1.01,HARPS-Pre,0.1365,0.0046,,,2004-06-09T04:18:35
HD160691,2453165.68750,1.85,1.03,HARPS-Pre,0.1456,0.0051,,,2004-06-09T04:20:46
HD160691,2453165.68901,4.84,1.00,HARPS-Pre,0.1294,0.0043,,,2004-06-09T04:22:56
HD160691,2453165.69048,1.76,1.04,HARPS-Pre,0.1522,0.0052,,,2004-06-09T04:25:07
HD160691,2453165.69207,0.09,1.10,HARPS-Pre,0.1085,0.0072,,,2004-06-09T04:27:18
HD160691,2453165.69359,3.79,1.01,HARPS-Pre,0.1258,0.0049,,,2004-06-09T04:29:29
HD160691,2453165.69508,3.90,0.98,HARPS-Pre,0.1485,0.0038,,,2004-06-09T04:31:40
HD160691,2453165.69664,3.52,0.99,HARPS-Pre,0.1320,0.0044,,,2004-06-09T04:33:51
HD160691,2453165.69811,3.01,0.98,HARPS-Pre,0.1584,0.0034,,,2004-06-09T04:36:02
HD160691,2453165.69968,4.19,1.01,HARPS-Pre,0.1490,0.0049,,,2004-06-09T04:38:13
HD160691,2453165.70115,3.08,0.97,HARPS-Pre,0.1381,0.0038,,,2004-06-09T04:40:24
HD160691,2453165.70266,4.75,0.96,HARPS-Pre,0.1436,0.0038,,,2004-06-09T04:42:35
HD160691,2453165.70421,4.94,0.96,HARPS-Pre,0.1565,0.0033,,,2004-06-09T04:44:47
HD160691,2453165.70569,3.78,0.97,HARPS-Pre,0.1290,0.0042,,,2004-06-09T04:46:58
HD160691,2453165.70722,4.05,0.97,HARPS-Pre,0.1333,0.0036,,,2004-06-09T04:49:10
HD160691,2453165.70874,6.04,0.97,HARPS-Pre,0.1466,0.0032,,,2004-06-09T04:51:21
HD160691,2453165.71028,3.10,0.99,HARPS-Pre,0.1433,0.0038,,,2004-06-09T04:53:32
HD160691,2453165.71178,6.08,0.98,HARPS-Pre,0.1338,0.0042,,,2004-06-09T04:55:43
HD160691,2453165.71333,2.88,0.98,HARPS-Pre,0.1484,0.0042,,,2004-06-09T04:57:54
HD160691,2453165.71484,5.36,0.98,HARPS-Pre,0.1513,0.0035,,,2004-06-09T05:00:05
HD160691,2453165.71632,7.53,1.00,HARPS-Pre,0.1342,0.0044,,,2004-06-09T05:02:16
HD160691,2453165.71790,4.07,1.02,HARPS-Pre,0.1427,0.005,,,2004-06-09T05:04:27
HD160691,2453165.71936,3.62,1.00,HARPS-Pre,0.1426,0.0041,,,2004-06-09T05:06:39
HD160691,2453165.72086,2.14,1.04,HARPS-Pre,0.1387,0.0052,,,2004-06-09T05:08:50
HD160691,2453165.72243,4.73,1.03,HARPS-Pre,0.1415,0.0049,,,2004-06-09T05:11:01
HD160691,2453165.72396,3.10,1.04,HARPS-Pre,0.1401,0.0049,,,2004-06-09T05:13:12
HD160691,2453165.72546,2.63,1.00,HARPS-Pre,0.1480,0.0042,,,2004-06-09T05:15:23
HD160691,2453165.72697,4.62,0.99,HARPS-Pre,0.1379,0.004,,,2004-06-09T05:17:34
HD160691,2453165.72849,6.43,0.99,HARPS-Pre,0.1499,0.0038,,,2004-06-09T05:19:46
HD160691,2453165.73001,3.24,0.99,HARPS-Pre,0.1521,0.004,,,2004-06-09T05:21:57
HD160691,2453165.73157,3.35,1.00,HARPS-Pre,0.1391,0.0042,,,2004-06-09T05:24:08
HD160691,2453165.73307,3.74,0.99,HARPS-Pre,0.1420,0.0041,,,2004-06-09T05:26:19
HD160691,2453165.73455,5.14,1.00,HARPS-Pre,0.1536,0.0045,,,2004-06-09T05:28:31
HD160691,2453165.73611,1.98,1.01,HARPS-Pre,0.1348,0.0042,,,2004-06-09T05:30:42
HD160691,2453165.73787,7.32,1.05,HARPS-Pre,0.1506,0.0051,,,2004-06-09T05:32:53
HD160691,2453165.73989,4.49,1.03,HARPS-Pre,0.1412,0.0052,,,2004-06-09T05:36:12
HD160691,2453165.74145,5.22,1.00,HARPS-Pre,0.1433,0.0039,,,2004-06-09T05:38:23
HD160691,2453165.74290,2.87,0.98,HARPS-Pre,0.1497,0.0038,,,2004-06-09T05:40:34
HD160691,2453165.74447,2.75,0.98,HARPS-Pre,0.1425,0.004,,,2004-06-09T05:42:45
HD160691,2453165.74595,4.26,1.02,HARPS-Pre,0.1472,0.0048,,,2004-06-09T05:44:56
HD160691,2453165.74747,3.35,1.07,HARPS-Pre,0.1353,0.0046,,,2004-06-09T05:47:06
HD160691,2453165.74902,3.24,1.04,HARPS-Pre,0.1452,0.0051,,,2004-06-09T05:49:17
HD160691,2453165.75050,0.78,1.01,HARPS-Pre,0.1360,0.0046,,,2004-06-09T05:51:29
HD160691,2453165.75205,2.22,0.97,HARPS-Pre,0.1527,0.0033,,,2004-06-09T05:53:40
HD160691,2453165.75355,1.19,0.97,HARPS-Pre,0.1368,0.004,,,2004-06-09T05:55:51
HD160691,2453165.75508,2.30,0.99,HARPS-Pre,0.1453,0.0043,,,2004-06-09T05:58:02
HD160691,2453165.75660,3.06,1.01,HARPS-Pre,0.1317,0.0051,,,2004-06-09T06:00:13
HD160691,2453165.75810,-1.51,1.00,HARPS-Pre,0.1538,0.0039,,,2004-06-09T06:02:24
HD160691,2453165.75963,-0.24,0.99,HARPS-Pre,0.1587,0.004,,,2004-06-09T06:04:35
HD160691,2453165.76113,-0.23,0.99,HARPS-Pre,0.1473,0.0041,,,2004-06-09T06:06:47
HD160691,2453165.76269,1.82,0.99,HARPS-Pre,0.1386,0.0044,,,2004-06-09T06:08:59
HD160691,2453165.76419,-0.94,0.97,HARPS-Pre,0.1407,0.004,,,2004-06-09T06:11:10
HD160691,2453165.76574,-1.71,0.99,HARPS-Pre,0.1385,0.0041,,,2004-06-09T06:13:21
HD160691,2453165.76724,-1.51,0.97,HARPS-Pre,0.1372,0.0039,,,2004-06-09T06:15:32
HD160691,2453165.76871,2.42,0.98,HARPS-Pre,0.1484,0.0036,,,2004-06-09T06:17:44
HD160691,2453165.77023,0.25,1.04,HARPS-Pre,0.1527,0.005,,,2004-06-09T06:19:55
HD160691,2453165.77177,-2.42,1.05,HARPS-Pre,0.1501,0.0053,,,2004-06-09T06:22:06
HD160691,2453165.77331,-0.16,1.03,HARPS-Pre,0.1301,0.0046,,,2004-06-09T06:24:17
HD160691,2453165.77482,-2.04,1.05,HARPS-Pre,0.1194,0.0055,,,2004-06-09T06:26:28
HD160691,2453165.77634,-0.49,1.01,HARPS-Pre,0.1411,0.0042,,,2004-06-09T06:28:39
HD160691,2453165.77786,-1.26,0.98,HARPS-Pre,0.1470,0.0043,,,2004-06-09T06:30:50
HD160691,2453165.77938,-1.07,0.98,HARPS-Pre,0.1520,0.0041,,,2004-06-09T06:33:01
HD160691,2453165.78088,-0.34,0.96,HARPS-Pre,0.1370,0.0034,,,2004-06-09T06:35:12
HD160691,2453165.78241,-0.69,0.97,HARPS-Pre,0.1531,0.0035,,,2004-06-09T06:37:24
HD160691,2453165.78396,0.48,0.96,HARPS-Pre,0.1385,0.0034,,,2004-06-09T06:39:36
HD160691,2453165.78546,0.49,0.95,HARPS-Pre,0.1500,0.0035,,,2004-06-09T06:41:48
HD160691,2453165.78699,4.05,0.96,HARPS-Pre,0.1458,0.0033,,,2004-06-09T06:43:59
HD160691,2453165.78848,1.25,0.95,HARPS-Pre,0.1540,0.0031,,,2004-06-09T06:46:10
HD160691,2453165.79001,-1.46,0.95,HARPS-Pre,0.1490,0.0031,,,2004-06-09T06:48:21
HD160691,2453165.79154,-1.97,0.95,HARPS-Pre,0.1485,0.0031,,,2004-06-09T06:50:32
HD160691,2453165.79298,0.35,0.95,HARPS-Pre,0.1429,0.0027,,,2004-06-09T06:52:43
HD160691,2453165.79458,2.14,0.95,HARPS-Pre,0.1446,0.0036,,,2004-06-09T06:54:54
HD160691,2453165.79602,-1.47,0.98,HARPS-Pre,0.1462,0.0037,,,2004-06-09T06:57:05
HD160691,2453165.79754,0.08,1.04,HARPS-Pre,0.1508,0.0046,,,2004-06-09T06:59:16
HD160691,2453165.79912,3.30,1.04,HARPS-Pre,0.1346,0.0049,,,2004-06-09T07:01:27
HD160691,2453165.80059,-0.44,1.14,HARPS-Pre,0.1461,0.0063,,,2004-06-09T07:03:38
HD160691,2453165.80214,2.37,1.27,HARPS-Pre,0.1308,0.0085,,,2004-06-09T07:05:49
HD160691,2453165.80366,1.42,1.19,HARPS-Pre,0.1400,0.007,,,2004-06-09T07:08:00
HD160691,2453165.80517,-1.49,1.24,HARPS-Pre,0.0994,0.011,,,2004-06-09T07:10:11
HD160691,2453165.80670,2.35,1.42,HARPS-Pre,0.0971,0.011,,,2004-06-09T07:12:22
HD160691,2453165.80824,2.41,1.36,HARPS-Pre,0.1907,0.0069,,,2004-06-09T07:14:33
HD160691,2453165.80975,0.87,1.31,HARPS-Pre,0.1118,0.0099,,,2004-06-09T07:16:44
HD160691,2453165.81131,1.39,1.20,HARPS-Pre,0.1129,0.0076,,,2004-06-09T07:18:55
HD160691,2453165.81267,2.31,1.67,HARPS-Pre,0.1806,0.0084,,,2004-06-09T07:21:06
HD160691,2453165.81426,3.52,4.71,HARPS-Pre,0.2458,0.033,,,2004-06-09T07:23:17
HD160691,2453165.81602,2.42,2.48,HARPS-Pre,,,,,2004-06-09T07:25:28
HD160691,2453165.81729,-0.30,1.92,HARPS-Pre,0.1511,0.012,,,2004-06-09T07:27:39
HD160691,2453165.81880,0.06,1.85,HARPS-Pre,0.1029,0.014,,,2004-06-09T07:29:50
HD160691,2453165.82021,-3.18,3.46,HARPS-Pre,0.1606,0.039,,,2004-06-09T07:32:01
HD160691,2453165.82207,-2.58,2.45,HARPS-Pre,,,,,2004-06-09T07:34:12
HD160691,2453165.82333,2.96,2.32,HARPS-Pre,0.1384,0.018,,,2004-06-09T07:36:23
HD160691,2453165.82491,2.48,1.98,HARPS-Pre,0.1159,0.012,,,2004-06-09T07:38:34
HD160691,2453165.82641,2.98,1.64,HARPS-Pre,0.1957,0.0077,,,2004-06-09T07:40:45
HD160691,2453165.82785,3.85,1.98,HARPS-Pre,,,,,2004-06-09T07:42:56
HD160691,2453165.82951,0.15,2.43,HARPS-Pre,0.1126,0.021,,,2004-06-09T07:45:07
HD160691,2453165.83116,1.41,2.29,HARPS-Pre,,,,,2004-06-09T07:47:31
HD160691,2453165.83329,2.15,2.30,HARPS-Pre,0.2080,0.011,,,2004-06-09T07:50:42
HD160691,2453165.83479,2.08,2.24,HARPS-Pre,,,,,2004-06-09T07:52:54
HD160691,2453165.83631,-1.83,2.83,HARPS-Pre,0.2403,0.012,,,2004-06-09T07:55:05
HD160691,2453165.83786,1.68,2.91,HARPS-Pre,0.1941,0.015,,,2004-06-09T07:57:16
HD160691,2453165.83937,0.59,2.82,HARPS-Pre,0.1412,0.02,,,2004-06-09T07:59:27
HD160691,2453165.84090,4.23,2.27,HARPS-Pre,0.1924,0.01,,,2004-06-09T08:01:38
HD160691,2453165.84244,2.39,2.26,HARPS-Pre,0.1062,0.021,,,2004-06-09T08:03:49
HD160691,2453165.84391,2.83,2.33,HARPS-Pre,0.0937,0.022,,,2004-06-09T08:06:01
HD160691,2453165.84550,1.93,1.93,HARPS-Pre,0.1008,0.017,,,2004-06-09T08:08:12
HD160691,2453165.84701,1.39,1.56,HARPS-Pre,0.1247,0.01,,,2004-06-09T08:10:23
HD160691,2453165.84851,3.15,1.49,HARPS-Pre,0.1727,0.0072,,,2004-06-09T08:12:34
HD160691,2453165.85005,1.49,1.39,HARPS-Pre,0.1615,0.0073,,,2004-06-09T08:14:46
HD160691,2453165.85156,-2.93,1.16,HARPS-Pre,0.1241,0.0078,,,2004-06-09T08:16:57
HD160691,2453165.85300,-0.13,1.08,HARPS-Pre,0.1382,0.0059,,,2004-06-09T08:19:08
HD160691,2453165.85455,6.48,1.08,HARPS-Pre,0.1315,0.0058,,,2004-06-09T08:21:19
HD160691,2453165.85613,1.78,1.17,HARPS-Pre,0.1001,0.0079,,,2004-06-09T08:23:30
HD160691,2453165.85760,2.57,1.27,HARPS-Pre,0.1930,0.0056,,,2004-06-09T08:25:41
HD160691,2453165.85913,-3.15,2.45,HARPS-Pre,0.1853,0.015,,,2004-06-09T08:27:52
HD160691,2453165.86052,5.45,3.35,HARPS-Pre,,,,,2004-06-09T08:30:03
HD160691,2453165.86198,6.36,3.88,HARPS-Pre,,,,,2004-06-09T08:32:14
HD160691,2453165.86357,-24.57,24.73,HARPS-Pre,,,,,2004-06-09T08:34:25
HD160691,2453165.86543,17.65,27.72,HARPS-Pre,,,,,2004-06-09T08:36:36
HD160691,2453165.86741,20.81,13.06,HARPS-Pre,,,,,2004-06-09T08:39:36
HD160691,2453165.86886,0.01,4.48,HARPS-Pre,0.1894,0.022,,,2004-06-09T08:41:47
HD160691,2453165.87033,0.86,26.10,HARPS-Pre,,,,,2004-06-09T08:43:58
HD160691,2453165.87349,26.34,24.87,HARPS-Pre,,,,,2004-06-09T08:48:20
HD160691,2453166.62949,3.72,1.08,HARPS-Pre,0.1242,0.0072,,,2004-06-10T02:57:10
HD160691,2453166.63099,7.38,1.07,HARPS-Pre,0.1292,0.0061,,,2004-06-10T02:59:22
HD160691,2453166.63251,7.58,1.07,HARPS-Pre,0.0985,0.0066,,,2004-06-10T03:01:32
HD160691,2453166.63402,3.39,1.12,HARPS-Pre,0.1240,0.0072,,,2004-06-10T03:03:43
HD160691,2453166.63554,4.59,1.17,HARPS-Pre,0.1421,0.0066,,,2004-06-10T03:05:55
HD160691,2453166.63710,9.41,1.14,HARPS-Pre,0.1650,0.0053,,,2004-06-10T03:08:06
HD160691,2453166.63858,10.41,1.15,HARPS-Pre,,,,,2004-06-10T03:10:17
HD160691,2453166.64013,7.08,1.11,HARPS-Pre,0.1408,0.0064,,,2004-06-10T03:12:28
HD160691,2453166.64165,5.41,1.17,HARPS-Pre,0.1347,0.007,,,2004-06-10T03:14:40
HD160691,2453166.64313,8.51,1.15,HARPS-Pre,0.1690,0.0061,,,2004-06-10T03:16:51
HD160691,2453166.64461,7.16,1.16,HARPS-Pre,0.1354,0.0075,,,2004-06-10T03:19:02
HD160691,2453166.64617,3.49,1.12,HARPS-Pre,0.1452,0.0064,,,2004-06-10T03:21:13
HD160691,2453166.64770,5.19,1.13,HARPS-Pre,0.1259,0.0069,,,2004-06-10T03:23:24
HD160691,2453166.64922,8.23,1.15,HARPS-Pre,0.1445,0.0063,,,2004-06-10T03:25:36
HD160691,2453166.65078,6.89,1.11,HARPS-Pre,0.0949,0.0082,,,2004-06-10T03:27:47
HD160691,2453166.65226,4.04,1.11,HARPS-Pre,0.1413,0.0054,,,2004-06-10T03:29:58
HD160691,2453166.65378,7.62,1.11,HARPS-Pre,0.1254,0.0069,,,2004-06-10T03:32:10
HD160691,2453166.65534,9.66,1.09,HARPS-Pre,0.1322,0.0068,,,2004-06-10T03:34:21
HD160691,2453166.65679,7.34,1.10,HARPS-Pre,0.1566,0.0058,,,2004-06-10T03:36:33
HD160691,2453166.65835,3.52,1.09,HARPS-Pre,0.1422,0.0065,,,2004-06-10T03:38:44
HD160691,2453166.65986,6.78,1.13,HARPS-Pre,0.1213,0.0073,,,2004-06-10T03:40:55
HD160691,2453166.66141,8.20,1.13,HARPS-Pre,0.1280,0.0063,,,2004-06-10T03:43:06
HD160691,2453166.66289,5.20,1.13,HARPS-Pre,0.1495,0.0058,,,2004-06-10T03:45:18
HD160691,2453166.66443,7.21,1.13,HARPS-Pre,0.0886,0.0077,,,2004-06-10T03:47:29
HD160691,2453166.66591,7.15,1.12,HARPS-Pre,0.1487,0.0055,,,2004-06-10T03:49:40
HD160691,2453166.66748,8.26,1.10,HARPS-Pre,0.1615,0.0063,,,2004-06-10T03:51:51
HD160691,2453166.66893,5.02,1.11,HARPS-Pre,0.1559,0.0047,,,2004-06-10T03:54:02
HD160691,2453166.67049,6.61,1.12,HARPS-Pre,0.1285,0.0068,,,2004-06-10T03:56:14
HD160691,2453166.67200,7.48,1.09,HARPS-Pre,0.1384,0.0061,,,2004-06-10T03:58:26
HD160691,2453166.67357,6.87,1.10,HARPS-Pre,0.1118,0.0079,,,2004-06-10T04:00:38
HD160691,2453166.67508,3.54,1.07,HARPS-Pre,0.1151,0.0065,,,2004-06-10T04:02:50
HD160691,2453166.67660,8.44,1.07,HARPS-Pre,0.1413,0.0053,,,2004-06-10T04:05:01
HD160691,2453166.67814,6.80,1.06,HARPS-Pre,0.1390,0.0051,,,2004-06-10T04:07:13
HD160691,2453166.67967,3.29,1.06,HARPS-Pre,0.1307,0.0057,,,2004-06-10T04:09:25
HD160691,2453166.68115,6.79,1.07,HARPS-Pre,0.1224,0.0062,,,2004-06-10T04:11:37
HD160691,2453166.68269,4.78,1.08,HARPS-Pre,0.1422,0.0057,,,2004-06-10T04:13:49
HD160691,2453166.68421,3.50,1.08,HARPS-Pre,0.1307,0.0061,,,2004-06-10T04:16:01
HD160691,2453166.68579,3.39,1.08,HARPS-Pre,0.1330,0.0055,,,2004-06-10T04:18:13
HD160691,2453166.68733,5.49,1.06,HARPS-Pre,0.1163,0.0056,,,2004-06-10T04:20:25
HD160691,2453166.68880,7.46,1.07,HARPS-Pre,0.1456,0.0055,,,2004-06-10T04:22:37
HD160691,2453166.69032,6.80,1.08,HARPS-Pre,0.1142,0.0069,,,2004-06-10T04:24:48
HD160691,2453166.69187,4.13,1.09,HARPS-Pre,0.1351,0.0056,,,2004-06-10T04:27:00
HD160691,2453166.69341,6.15,1.06,HARPS-Pre,0.1555,0.005,,,2004-06-10T04:29:12
HD160691,2453166.69490,5.65,1.04,HARPS-Pre,0.1420,0.0053,,,2004-06-10T04:31:23
HD160691,2453166.69646,5.46,1.05,HARPS-Pre,0.1560,0.0051,,,2004-06-10T04:33:35
HD160691,2453166.69796,6.41,1.07,HARPS-Pre,0.1135,0.0067,,,2004-06-10T04:35:46
HD160691,2453166.69946,7.31,1.04,HARPS-Pre,0.1414,0.0048,,,2004-06-10T04:37:57
HD160691,2453166.70098,6.03,1.07,HARPS-Pre,0.1641,0.0044,,,2004-06-10T04:40:09
HD160691,2453166.70250,5.99,1.06,HARPS-Pre,0.1228,0.0067,,,2004-06-10T04:42:20
HD160691,2453166.70406,6.74,1.04,HARPS-Pre,0.1465,0.0047,,,2004-06-10T04:44:31
HD160691,2453166.70551,3.90,1.05,HARPS-Pre,0.1379,0.0053,,,2004-06-10T04:46:42
HD160691,2453166.70703,6.72,1.12,HARPS-Pre,0.1530,0.0055,,,2004-06-10T04:48:53
HD160691,2453166.70860,6.70,1.09,HARPS-Pre,0.1645,0.005,,,2004-06-10T04:51:04
HD160691,2453166.71006,5.32,1.09,HARPS-Pre,0.1317,0.0076,,,2004-06-10T04:53:15
HD160691,2453166.71162,4.72,1.10,HARPS-Pre,0.1383,0.0057,,,2004-06-10T04:55:26
HD160691,2453166.71312,6.54,1.10,HARPS-Pre,0.1555,0.0054,,,2004-06-10T04:57:37
HD160691,2453166.71465,8.01,1.07,HARPS-Pre,0.1376,0.0061,,,2004-06-10T04:59:48
HD160691,2453166.71619,4.61,1.07,HARPS-Pre,0.1642,0.0054,,,2004-06-10T05:02:00
HD160691,2453166.71767,3.86,1.04,HARPS-Pre,0.1568,0.0045,,,2004-06-10T05:04:11
HD160691,2453166.71922,6.24,1.02,HARPS-Pre,0.1527,0.0044,,,2004-06-10T05:06:22
HD160691,2453166.72072,7.14,1.04,HARPS-Pre,0.1389,0.005,,,2004-06-10T05:08:33
HD160691,2453166.72227,5.36,1.06,HARPS-Pre,0.1660,0.0047,,,2004-06-10T05:10:44
HD160691,2453166.72376,2.71,1.05,HARPS-Pre,0.1370,0.0049,,,2004-06-10T05:12:55
HD160691,2453166.72526,7.57,1.05,HARPS-Pre,0.1331,0.0059,,,2004-06-10T05:15:06
HD160691,2453166.72679,8.29,1.03,HARPS-Pre,0.1435,0.0049,,,2004-06-10T05:17:18
HD160691,2453166.72834,4.58,1.05,HARPS-Pre,0.1429,0.0049,,,2004-06-10T05:19:30
HD160691,2453166.72985,4.04,1.05,HARPS-Pre,0.1401,0.0045,,,2004-06-10T05:21:42
HD160691,2453166.73139,7.34,1.07,HARPS-Pre,0.1467,0.0059,,,2004-06-10T05:23:53
HD160691,2453166.73290,7.18,1.05,HARPS-Pre,0.1473,0.0052,,,2004-06-10T05:26:04
HD160691,2453166.73441,4.62,1.09,HARPS-Pre,0.1494,0.0053,,,2004-06-10T05:28:15
HD160691,2453166.73589,3.50,1.04,HARPS-Pre,0.1532,0.0049,,,2004-06-10T05:30:26
HD160691,2453166.73744,6.64,1.06,HARPS-Pre,0.1380,0.0056,,,2004-06-10T05:32:37
HD160691,2453166.73890,5.29,1.06,HARPS-Pre,0.1467,0.0053,,,2004-06-10T05:34:48
HD160691,2453166.74047,3.85,1.05,HARPS-Pre,0.1472,0.0044,,,2004-06-10T05:36:59
HD160691,2453166.74197,5.82,1.05,HARPS-Pre,0.1523,0.0046,,,2004-06-10T05:39:10
HD160691,2453166.74348,6.55,1.05,HARPS-Pre,0.1234,0.0051,,,2004-06-10T05:41:21
HD160691,2453166.74500,6.21,1.06,HARPS-Pre,0.1362,0.0049,,,2004-06-10T05:43:32
HD160691,2453166.74650,4.92,1.08,HARPS-Pre,0.1459,0.0061,,,2004-06-10T05:45:43
HD160691,2453166.74807,5.75,1.07,HARPS-Pre,0.1581,0.0055,,,2004-06-10T05:47:54
